"admin2Name","admin2Pcod","year","month","seasonaltotal_precip","seasonalmean_precip"
"Diffa","NE0202",1995,7,94.8102900776136,15.8017150129356
"Diffa","NE0202",1995,8,112.805292607641,18.8008821012736
"Diffa","NE0202",1995,9,36.9708402019406,6.16180670032344
"Diffa","NE0202",1996,6,25.6641790614591,4.27736317690985
"Diffa","NE0202",1996,7,61.5049596527571,10.2508266087929
"Diffa","NE0202",1996,8,90.2474641662788,15.0412440277131
"Diffa","NE0202",1996,9,33.1363388646209,5.52272314410348
"Diffa","NE0202",1997,6,19.2974033270379,3.21623388783965
"Diffa","NE0202",1997,7,93.9649418172575,15.6608236362096
"Diffa","NE0202",1997,8,80.3067969956165,13.3844661659361
"Diffa","NE0202",1997,9,18.0660109730467,3.01100182884111
"Diffa","NE0202",1998,6,13.6743329313762,2.2790554885627
"Diffa","NE0202",1998,7,58.6045634252324,9.76742723753873
"Diffa","NE0202",1998,8,122.023786308775,20.3372977181292
"Diffa","NE0202",1998,9,65.1744343765088,10.8624057294181
"Diffa","NE0202",1999,6,4.68043591160491,0.780072651934152
"Diffa","NE0202",1999,7,146.899107223987,24.4831845373311
"Diffa","NE0202",1999,8,181.403183770803,30.2338639618005
"Diffa","NE0202",1999,9,33.040950886473,5.50682514774551
"Diffa","NE0202",2000,6,9.53134343317046,1.58855723886174
"Diffa","NE0202",2000,7,77.3244009866341,12.887400164439
"Diffa","NE0202",2000,8,83.0799583323063,13.846659722051
"Diffa","NE0202",2000,9,25.6046010550802,4.26743350918004
"Diffa","NE0202",2001,6,31.7936139175312,5.29893565292187
"Diffa","NE0202",2001,7,59.8946104759033,9.98243507931722
"Diffa","NE0202",2001,8,92.6853490166067,15.4475581694344
"Diffa","NE0202",2001,9,36.7913120240165,6.13188533733609
"Diffa","NE0202",2002,6,9.54402660866294,1.59067110144382
"Diffa","NE0202",2002,7,63.5308605856561,10.588476764276
"Diffa","NE0202",2002,8,99.5761521113149,16.5960253518858
"Diffa","NE0202",2002,9,28.9333565479191,4.82222609131984
"Diffa","NE0202",2003,6,56.1386582544351,9.35644304240585
"Diffa","NE0202",2003,7,116.823325357293,19.4705542262154
"Diffa","NE0202",2003,8,136.330127440003,22.7216879066672
"Diffa","NE0202",2003,9,35.1432167815003,5.85720279691672
"Diffa","NE0202",2004,6,17.5668959326875,2.92781598878125
"Diffa","NE0202",2004,7,46.345715041936,7.72428584032266
"Diffa","NE0202",2004,8,134.425876190836,22.4043126984727
"Diffa","NE0202",2004,9,13.0020269480693,2.16700449134488
"Diffa","NE0202",2005,6,58.7587705170986,9.79312841951643
"Diffa","NE0202",2005,7,52.3004587918379,8.71674313197299
"Diffa","NE0202",2005,8,138.735704600249,23.1226174333749
"Diffa","NE0202",2005,9,24.7527083828499,4.12545139714164
"Diffa","NE0202",2006,6,25.5806950047689,4.26344916746149
"Diffa","NE0202",2006,7,44.2410487114107,7.37350811856845
"Diffa","NE0202",2006,8,136.204641928062,22.7007736546771
"Diffa","NE0202",2006,9,30.6172649342668,5.10287748904446
"Diffa","NE0202",2007,6,17.142895573646,2.85714926227433
"Diffa","NE0202",2007,7,115.224159639875,19.2040266066458
"Diffa","NE0202",2007,8,167.118037501937,27.8530062503228
"Diffa","NE0202",2007,9,40.2766111578813,6.71276852631355
"Diffa","NE0202",2008,6,18.6058481336599,3.10097468894331
"Diffa","NE0202",2008,7,87.1321781435132,14.5220296905855
"Diffa","NE0202",2008,8,107.234359880531,17.8723933134219
"Diffa","NE0202",2008,9,23.7613879316387,3.96023132193979
"Diffa","NE0202",2009,6,11.8037196185155,1.96728660308592
"Diffa","NE0202",2009,7,85.2656532719065,14.2109422119844
"Diffa","NE0202",2009,8,62.7677075792792,10.4612845965465
"Diffa","NE0202",2009,9,16.1870526064515,2.69784210107526
"Diffa","NE0202",2010,6,20.423404972167,3.4039008286945
"Diffa","NE0202",2010,7,75.9875699013705,12.6645949835618
"Diffa","NE0202",2010,8,95.3185248916793,15.8864208152799
"Diffa","NE0202",2010,9,35.1974142913471,5.86623571522452
"Diffa","NE0202",2011,6,27.7774911170598,4.62958185284329
"Diffa","NE0202",2011,7,73.4007784479777,12.233463074663
"Diffa","NE0202",2011,8,122.859827809501,20.4766379682502
"Diffa","NE0202",2011,9,35.5286097627052,5.92143496045087
"Diffa","NE0202",2012,6,35.4157168487816,5.90261947479693
"Diffa","NE0202",2012,7,116.740854757322,19.4568091262204
"Diffa","NE0202",2012,8,182.05623545687,30.3427059094784
"Diffa","NE0202",2012,9,54.4074567853851,9.06790946423085
"Diffa","NE0202",2013,6,26.0393066986333,4.33988444977221
"Diffa","NE0202",2013,7,77.5346977831947,12.9224496305324
"Diffa","NE0202",2013,8,152.765501078429,25.4609168464049
"Diffa","NE0202",2013,9,23.8395974026707,3.97326623377846
"Diffa","NE0202",2014,6,4.60229362490972,0.767048937484953
"Diffa","NE0202",2014,7,55.9644166617289,9.32740277695482
"Diffa","NE0202",2014,8,159.276850310573,26.5461417184288
"Diffa","NE0202",2014,9,13.4228146178996,2.23713576964993
"Diffa","NE0202",2015,6,8.03699575210565,1.33949929201761
"Diffa","NE0202",2015,7,52.8534297158014,8.80890495263356
"Diffa","NE0202",2015,8,170.386848964734,28.3978081607891
"Diffa","NE0202",2015,9,23.7091000763562,3.9515166793927
"Diffa","NE0202",2016,6,35.781467917441,5.96357798624017
"Diffa","NE0202",2016,7,117.459974591736,19.576662431956
"Diffa","NE0202",2016,8,163.079690901334,27.1799484835557
"Diffa","NE0202",2016,9,19.0410933204993,3.17351555341654
"Diffa","NE0202",2017,6,47.0027858029062,7.8337976338177
"Diffa","NE0202",2017,7,67.7617407760537,11.2936234626756
"Diffa","NE0202",2017,8,128.426141811719,21.4043569686199
"Diffa","NE0202",2017,9,31.5095266547911,5.25158777579851
"Diffa","NE0202",2018,6,59.8885978587198,9.9814329764533
"Diffa","NE0202",2018,7,59.6764834061459,9.94608056769098
"Diffa","NE0202",2018,8,202.641509266174,33.7735848776956
"Diffa","NE0202",2018,9,41.7207211426149,6.95345352376916
"Diffa","NE0202",2019,6,45.1758500032528,7.52930833387547
"Diffa","NE0202",2019,7,100.848359218573,16.8080598697621
"Diffa","NE0202",2019,8,193.244696089838,32.2074493483064
"Diffa","NE0202",2019,9,24.3214021551457,4.05356702585761
"Diffa","NE0202",2020,6,7.96283321323758,1.32713886887293
"Diffa","NE0202",2020,7,112.339382524024,18.7232304206707
"Diffa","NE0202",2020,8,197.327749563119,32.8879582605198
"Diffa","NE0202",2020,9,30.6053903400437,5.10089839000728
"Diffa","NE0202",2021,6,11.5018968118515,1.91698280197525
"Diffa","NE0202",2021,7,142.495931733116,23.7493219555194
"Diffa","NE0202",2021,8,110.268505156775,18.3780841927958
"Diffa","NE0202",2021,9,44.5781100685434,7.42968501142389
"Goudoumaria","NE0203",1981,6,36.4656962690054,6.07761604483423
"Goudoumaria","NE0203",1981,7,101.627186874926,16.9378644791544
"Goudoumaria","NE0203",1981,8,80.0030113359932,13.3338352226655
"Goudoumaria","NE0203",1981,9,20.677688461191,3.4462814101985
"Goudoumaria","NE0203",1982,6,9.82707496943716,1.63784582823953
"Goudoumaria","NE0203",1982,7,83.366494132164,13.894415688694
"Goudoumaria","NE0203",1982,8,152.563687048992,25.4272811748319
"Goudoumaria","NE0203",1982,9,7.41656383907364,1.23609397317894
"Goudoumaria","NE0203",1983,6,18.1401482580006,3.02335804300009
"Goudoumaria","NE0203",1983,7,39.4192089875403,6.56986816459005
"Goudoumaria","NE0203",1983,8,82.6429924868608,13.7738320811435
"Goudoumaria","NE0203",1983,9,22.6239828448131,3.77066380746886
"Goudoumaria","NE0203",1984,6,4.8975303273553,0.816255054559216
"Goudoumaria","NE0203",1984,7,53.7111409168239,8.95185681947066
"Goudoumaria","NE0203",1984,8,13.5526183163907,2.25876971939845
"Goudoumaria","NE0203",1984,9,16.6011145847279,2.76685243078798
"Goudoumaria","NE0203",1985,6,21.6572758289702,3.60954597149503
"Goudoumaria","NE0203",1985,7,93.7885451954326,15.6314241992388
"Goudoumaria","NE0203",1985,8,118.248643202619,19.7081072004365
"Goudoumaria","NE0203",1985,9,32.1760911688649,5.36268186147749
"Goudoumaria","NE0203",1986,6,14.6880968739537,2.44801614565895
"Goudoumaria","NE0203",1986,7,93.950331342739,15.6583885571232
"Goudoumaria","NE0203",1986,8,85.256581728963,14.2094302881605
"Goudoumaria","NE0203",1986,9,35.3089022677713,5.88481704462856
"Goudoumaria","NE0203",1987,6,17.8955768995183,2.98259614991972
"Goudoumaria","NE0203",1987,7,38.4136596081835,6.40227660136392
"Goudoumaria","NE0203",1987,8,58.8293558472156,9.80489264120259
"Goudoumaria","NE0203",1987,9,9.67862251411149,1.61310375235192
"Goudoumaria","NE0203",1988,6,12.8879353281785,2.14798922136308
"Goudoumaria","NE0203",1988,7,97.6792169690729,16.2798694948455
"Goudoumaria","NE0203",1988,8,178.579629338733,29.7632715564555
"Goudoumaria","NE0203",1988,9,29.4406819279467,4.90678032132446
"Goudoumaria","NE0203",1989,6,10.968327981101,1.82805466351684
"Goudoumaria","NE0203",1989,7,82.1362062341373,13.6893677056896
"Goudoumaria","NE0203",1989,8,180.91698087491,30.1528301458184
"Goudoumaria","NE0203",1989,9,20.9795223102596,3.49658705170994
"Goudoumaria","NE0203",1990,6,7.20999129830485,1.20166521638414
"Goudoumaria","NE0203",1990,7,116.820555565341,19.4700925942236
"Goudoumaria","NE0203",1990,8,72.0589036510509,12.0098172751751
"Goudoumaria","NE0203",1990,9,18.1552030848572,3.02586718080953
"Goudoumaria","NE0203",1991,6,19.8946289719757,3.31577149532928
"Goudoumaria","NE0203",1991,7,146.525524958868,24.420920826478
"Goudoumaria","NE0203",1991,8,137.835516265596,22.9725860442661
"Goudoumaria","NE0203",1991,9,12.5034355196377,2.08390591993962
"Goudoumaria","NE0203",1992,6,11.6094701747797,1.93491169579662
"Goudoumaria","NE0203",1992,7,83.395302005464,13.8992170009107
"Goudoumaria","NE0203",1992,8,94.5795761173298,15.7632626862216
"Goudoumaria","NE0203",1992,9,32.704391718301,5.45073195305016
"Goudoumaria","NE0203",1993,6,5.96293644113318,0.993822740188863
"Goudoumaria","NE0203",1993,7,56.0712152897108,9.34520254828513
"Goudoumaria","NE0203",1993,8,161.629137498245,26.9381895830408
"Goudoumaria","NE0203",1993,9,18.1245535558175,3.02075892596959
"Goudoumaria","NE0203",1994,6,9.94595229063821,1.65765871510637
"Goudoumaria","NE0203",1994,7,172.933283048894,28.8222138414824
"Goudoumaria","NE0203",1994,8,139.282398939529,23.2137331565882
"Goudoumaria","NE0203",1994,9,66.0772548519307,11.0128758086551
"Goudoumaria","NE0203",1995,6,29.8150185810118,4.96916976350196
"Goudoumaria","NE0203",1995,7,83.0583177412142,13.843052956869
"Goudoumaria","NE0203",1995,8,113.460101479732,18.9100169132886
"Goudoumaria","NE0203",1995,9,32.9328868989055,5.48881448315091
"Goudoumaria","NE0203",1996,6,18.0130958043435,3.00218263405725
"Goudoumaria","NE0203",1996,7,70.2981607335232,11.7163601222539
"Goudoumaria","NE0203",1996,8,118.58429729844,19.76404954974
"Goudoumaria","NE0203",1996,9,25.8241472863731,4.30402454772886
"Goudoumaria","NE0203",1997,6,13.3805036480785,2.23008394134642
"Goudoumaria","NE0203",1997,7,85.3008246562434,14.2168041093739
"Goudoumaria","NE0203",1997,8,102.346366809156,17.0577278015261
"Goudoumaria","NE0203",1997,9,30.9311608191937,5.15519346986562
"Goudoumaria","NE0203",1998,6,14.4871362969673,2.41452271616122
"Goudoumaria","NE0203",1998,7,100.959626554955,16.8266044258259
"Goudoumaria","NE0203",1998,8,119.391916729256,19.8986527882093
"Goudoumaria","NE0203",1998,9,81.6960517693181,13.6160086282197
"Goudoumaria","NE0203",1999,6,5.66339945097065,0.943899908495108
"Goudoumaria","NE0203",1999,7,114.105816852995,19.0176361421658
"Goudoumaria","NE0203",1999,8,126.755279564165,21.1258799273609
"Goudoumaria","NE0203",1999,9,70.9258535448554,11.8209755908092
"Goudoumaria","NE0203",2000,6,8.17297874356355,1.36216312392726
"Goudoumaria","NE0203",2000,7,79.6375208515834,13.2729201419306
"Goudoumaria","NE0203",2000,8,86.6265829125913,14.4377638187652
"Goudoumaria","NE0203",2000,9,51.3118288089802,8.55197146816337
"Goudoumaria","NE0203",2001,6,16.53365604598,2.75560934099667
"Goudoumaria","NE0203",2001,7,79.6091544055931,13.2681924009322
"Goudoumaria","NE0203",2001,8,125.843147267665,20.9738578779442
"Goudoumaria","NE0203",2001,9,47.3286730719253,7.88811217865422
"Goudoumaria","NE0203",2002,6,7.7757583828476,1.2959597304746
"Goudoumaria","NE0203",2002,7,103.641133438866,17.273522239811
"Goudoumaria","NE0203",2002,8,126.179889982142,21.0299816636903
"Goudoumaria","NE0203",2002,9,49.1085961831445,8.18476603052408
"Goudoumaria","NE0203",2003,6,50.5779305659415,8.42965509432358
"Goudoumaria","NE0203",2003,7,124.363938445641,20.7273230742735
"Goudoumaria","NE0203",2003,8,139.745394652743,23.2908991087905
"Goudoumaria","NE0203",2003,9,37.2431324352554,6.20718873920923
"Goudoumaria","NE0203",2004,6,14.7040292990383,2.45067154983972
"Goudoumaria","NE0203",2004,7,81.0423866301583,13.5070644383597
"Goudoumaria","NE0203",2004,8,106.448770147502,17.7414616912503
"Goudoumaria","NE0203",2004,9,11.0197204896111,1.83662008160185
"Goudoumaria","NE0203",2005,6,56.3132231642708,9.38553719404514
"Goudoumaria","NE0203",2005,7,66.9641804496595,11.1606967416099
"Goudoumaria","NE0203",2005,8,143.466934375839,23.9111557293065
"Goudoumaria","NE0203",2005,9,32.5299706468632,5.4216617744772
"Goudoumaria","NE0203",2006,6,34.3876696239373,5.73127827065622
"Goudoumaria","NE0203",2006,7,49.0774413926057,8.17957356543429
"Goudoumaria","NE0203",2006,8,168.088166383803,28.0146943973004
"Goudoumaria","NE0203",2006,9,45.4180801030076,7.56968001716793
"Goudoumaria","NE0203",2007,6,12.7884756884483,2.13141261474138
"Goudoumaria","NE0203",2007,7,99.7345403590198,16.62242339317
"Goudoumaria","NE0203",2007,8,167.65974931873,27.9432915531217
"Goudoumaria","NE0203",2007,9,43.5298876389288,7.2549812731548
"Goudoumaria","NE0203",2008,6,14.7193261165848,2.4532210194308
"Goudoumaria","NE0203",2008,7,100.563696599591,16.7606160999319
"Goudoumaria","NE0203",2008,8,117.57878435002,19.5964640583367
"Goudoumaria","NE0203",2008,9,25.2129593005491,4.20215988342485
"Goudoumaria","NE0203",2009,6,20.6367846922005,3.43946411536675
"Goudoumaria","NE0203",2009,7,90.2013878257825,15.0335646376304
"Goudoumaria","NE0203",2009,8,41.8415106426562,6.97358510710937
"Goudoumaria","NE0203",2009,9,23.2655317868568,3.87758863114279
"Goudoumaria","NE0203",2010,6,37.2107177223901,6.20178628706502
"Goudoumaria","NE0203",2010,7,120.152687962395,20.0254479937324
"Goudoumaria","NE0203",2010,8,114.80617600281,19.1343626671351
"Goudoumaria","NE0203",2010,9,49.3150633109071,8.21917721848451
"Goudoumaria","NE0203",2011,6,27.2159623573746,4.53599372622911
"Goudoumaria","NE0203",2011,7,76.981737489868,12.8302895816447
"Goudoumaria","NE0203",2011,8,101.609170490019,16.9348617483366
"Goudoumaria","NE0203",2011,9,46.9950471716316,7.8325078619386
"Goudoumaria","NE0203",2012,6,49.0438818202491,8.17398030337485
"Goudoumaria","NE0203",2012,7,116.312343652663,19.3853906087772
"Goudoumaria","NE0203",2012,8,208.95313688174,34.8255228136234
"Goudoumaria","NE0203",2012,9,54.2635331927478,9.0439221987913
"Goudoumaria","NE0203",2013,6,32.7084547381952,5.45140912303253
"Goudoumaria","NE0203",2013,7,84.2472039995037,14.041200666584
"Goudoumaria","NE0203",2013,8,145.66102064865,24.2768367747749
"Goudoumaria","NE0203",2013,9,26.4224200173457,4.40373666955762
"Goudoumaria","NE0203",2014,6,6.26759618976549,1.04459936496092
"Goudoumaria","NE0203",2014,7,84.0437743834099,14.0072957305683
"Goudoumaria","NE0203",2014,8,141.864629967896,23.6441049946493
"Goudoumaria","NE0203",2014,9,19.8420893798174,3.30701489663624
"Goudoumaria","NE0203",2015,6,7.01307847013889,1.16884641168982
"Goudoumaria","NE0203",2015,7,65.6083504400207,10.9347250733368
"Goudoumaria","NE0203",2015,8,149.854038522069,24.9756730870115
"Goudoumaria","NE0203",2015,9,48.7952387113204,8.13253978522007
"Goudoumaria","NE0203",2016,6,47.5614629783044,7.92691049638407
"Goudoumaria","NE0203",2016,7,111.126423853072,18.5210706421786
"Goudoumaria","NE0203",2016,8,180.93064276389,30.155107127315
"Goudoumaria","NE0203",2016,9,29.4883828913002,4.91473048188336
"Goudoumaria","NE0203",2017,6,26.5460960002109,4.42434933336849
"Goudoumaria","NE0203",2017,7,77.548047423294,12.924674570549
"Goudoumaria","NE0203",2017,8,111.169785973282,18.5282976622137
"Goudoumaria","NE0203",2017,9,30.3436198501323,5.05726997502204
"Goudoumaria","NE0203",2018,6,47.0757812730717,7.84596354551196
"Goudoumaria","NE0203",2018,7,70.9132118053326,11.8188686342221
"Goudoumaria","NE0203",2018,8,136.369938845992,22.7283231409987
"Goudoumaria","NE0203",2018,9,51.1771276214565,8.52952127024275
"Goudoumaria","NE0203",2019,6,34.8543016521963,5.80905027536605
"Goudoumaria","NE0203",2019,7,113.083305855212,18.8472176425354
"Goudoumaria","NE0203",2019,8,246.601182854571,41.1001971424285
"Goudoumaria","NE0203",2019,9,25.9909784278792,4.33182973797987
"Goudoumaria","NE0203",2020,6,6.89528343528337,1.14921390588056
"Goudoumaria","NE0203",2020,7,139.303487713046,23.2172479521744
"Goudoumaria","NE0203",2020,8,132.042847124289,22.0071411873816
"Goudoumaria","NE0203",2020,9,46.6457042006498,7.77428403344163
"Goudoumaria","NE0203",2021,6,11.9239010535279,1.98731684225466
"Goudoumaria","NE0203",2021,7,175.090732543034,29.1817887571723
"Goudoumaria","NE0203",2021,8,125.974570818284,20.9957618030473
"Goudoumaria","NE0203",2021,9,47.612496600833,7.93541610013883
"Maïné Soroa","NE0204",1981,6,25.9376588005511,4.32294313342519
"Maïné Soroa","NE0204",1981,7,95.5700426785207,15.9283404464201
"Maïné Soroa","NE0204",1981,8,67.6296892027758,11.2716148671293
"Maïné Soroa","NE0204",1981,9,14.3707427557453,2.39512379262422
"Maïné Soroa","NE0204",1982,6,8.71695452769765,1.45282575461627
"Maïné Soroa","NE0204",1982,7,51.8523881904306,8.6420646984051
"Maïné Soroa","NE0204",1982,8,153.069229383681,25.5115382306135
"Maïné Soroa","NE0204",1982,9,5.02000376063316,0.83666729343886
"Maïné Soroa","NE0204",1983,6,15.5555912797166,2.59259854661944
"Maïné Soroa","NE0204",1983,7,28.9101682333923,4.81836137223205
"Maïné Soroa","NE0204",1983,8,71.7204648341651,11.9534108056942
"Maïné Soroa","NE0204",1983,9,17.5755832985104,2.92926388308507
"Maïné Soroa","NE0204",1984,6,5.98804630782931,0.998007717971552
"Maïné Soroa","NE0204",1984,7,48.9317797366232,8.15529662277053
"Maïné Soroa","NE0204",1984,8,18.72225925917,3.120376543195
"Maïné Soroa","NE0204",1984,9,9.1559360666931,1.52598934444885
"Maïné Soroa","NE0204",1985,6,22.3254247594586,3.72090412657644
"Maïné Soroa","NE0204",1985,7,66.940533876503,11.1567556460838
"Maïné Soroa","NE0204",1985,8,109.69140237246,18.2819003954099
"Maïné Soroa","NE0204",1985,9,21.0470719230521,3.50784532050869
"Maïné Soroa","NE0204",1986,6,14.516709327347,2.41945155455783
"Maïné Soroa","NE0204",1986,7,71.348510133692,11.8914183556153
"Maïné Soroa","NE0204",1986,8,73.1964074583984,12.1994012430664
"Maïné Soroa","NE0204",1986,9,23.9301401631433,3.98835669385721
"Maïné Soroa","NE0204",1987,6,18.1831860453166,3.03053100755276
"Maïné Soroa","NE0204",1987,7,32.9547863115572,5.49246438525953
"Maïné Soroa","NE0204",1987,8,70.0700328487672,11.6783388081279
"Maïné Soroa","NE0204",1987,9,7.52943881603324,1.25490646933887
"Maïné Soroa","NE0204",1988,6,16.0708907664783,2.67848179441305
"Maïné Soroa","NE0204",1988,7,97.1600802501293,16.1933467083549
"Maïné Soroa","NE0204",1988,8,197.235604613415,32.8726007689024
"Maïné Soroa","NE0204",1988,9,19.4246245517526,3.2374374252921
"Maïné Soroa","NE0204",1989,6,21.9568615767091,3.65947692945152
"Maïné Soroa","NE0204",1989,7,56.4546973651613,9.40911622752688
"Maïné Soroa","NE0204",1989,8,142.380964011506,23.7301606685843
"Maïné Soroa","NE0204",1989,9,15.7881882739522,2.63136471232536
"Maïné Soroa","NE0204",1990,6,7.04101878797406,1.17350313132901
"Maïné Soroa","NE0204",1990,7,86.2151268149841,14.3691878024974
"Maïné Soroa","NE0204",1990,8,77.208148877249,12.8680248128748
"Maïné Soroa","NE0204",1990,9,14.5931660692447,2.43219434487412
"Maïné Soroa","NE0204",1991,6,13.0321468476871,2.17202447461451
"Maïné Soroa","NE0204",1991,7,117.623558088209,19.6039263480349
"Maïné Soroa","NE0204",1991,8,139.38446236635,23.2307437277251
"Maïné Soroa","NE0204",1991,9,10.6527490774755,1.77545817957925
"Maïné Soroa","NE0204",1992,6,12.5412676702092,2.09021127836821
"Maïné Soroa","NE0204",1992,7,80.9222259505109,13.4870376584185
"Maïné Soroa","NE0204",1992,8,118.07174923781,19.6786248729684
"Maïné Soroa","NE0204",1992,9,24.0344064206558,4.00573440344263
"Maïné Soroa","NE0204",1993,6,8.84803778712461,1.47467296452077
"Maïné Soroa","NE0204",1993,7,47.0200231457363,7.83667052428938
"Maïné Soroa","NE0204",1993,8,154.956074749491,25.8260124582485
"Maïné Soroa","NE0204",1993,9,16.3645629350592,2.72742715584319
"Maïné Soroa","NE0204",1994,6,9.04050731589978,1.50675121931663
"Maïné Soroa","NE0204",1994,7,152.510001153623,25.4183335256039
"Maïné Soroa","NE0204",1994,8,135.929868827754,22.6549781379591
"Maïné Soroa","NE0204",1994,9,61.6240967996458,10.270682799941
"Maïné Soroa","NE0204",1995,6,17.848676034307,2.97477933905116
"Maïné Soroa","NE0204",1995,7,79.1827422834331,13.1971237139055
"Maïné Soroa","NE0204",1995,8,113.804132928071,18.9673554880118
"Maïné Soroa","NE0204",1995,9,29.301259996381,4.88354333273016
"Maïné Soroa","NE0204",1996,6,16.9619572666073,2.82699287776788
"Maïné Soroa","NE0204",1996,7,56.2019221828441,9.36698703047403
"Maïné Soroa","NE0204",1996,8,110.94563023895,18.4909383731583
"Maïné Soroa","NE0204",1996,9,24.196499742651,4.0327499571085
"Maïné Soroa","NE0204",1997,6,12.7947350824031,2.13245584706719
"Maïné Soroa","NE0204",1997,7,77.9435570836861,12.990592847281
"Maïné Soroa","NE0204",1997,8,84.6680601250921,14.111343354182
"Maïné Soroa","NE0204",1997,9,18.6205857640294,3.10343096067157
"Maïné Soroa","NE0204",1998,6,14.7281287558292,2.45468812597153
"Maïné Soroa","NE0204",1998,7,69.5368159238146,11.5894693206358
"Maïné Soroa","NE0204",1998,8,125.494919169398,20.9158198615663
"Maïné Soroa","NE0204",1998,9,62.3536317577327,10.3922719596221
"Maïné Soroa","NE0204",1999,6,9.47968922356646,1.57994820392774
"Maïné Soroa","NE0204",1999,7,129.572784988913,21.5954641648188
"Maïné Soroa","NE0204",1999,8,145.592163371918,24.2653605619863
"Maïné Soroa","NE0204",1999,9,39.5988025633973,6.59980042723289
"Maïné Soroa","NE0204",2000,6,9.32376888261123,1.5539614804352
"Maïné Soroa","NE0204",2000,7,63.1778726349424,10.5296454391571
"Maïné Soroa","NE0204",2000,8,78.8085354007273,13.1347559001212
"Maïné Soroa","NE0204",2000,9,29.6661022711334,4.94435037852224
"Maïné Soroa","NE0204",2001,6,23.0977621817178,3.8496270302863
"Maïné Soroa","NE0204",2001,7,64.3194017179269,10.7199002863211
"Maïné Soroa","NE0204",2001,8,107.556295930595,17.9260493217659
"Maïné Soroa","NE0204",2001,9,33.9721743495993,5.66202905826656
"Maïné Soroa","NE0204",2002,6,9.36718071530532,1.56119678588422
"Maïné Soroa","NE0204",2002,7,76.9778071597499,12.829634526625
"Maïné Soroa","NE0204",2002,8,124.748409919213,20.7914016532023
"Maïné Soroa","NE0204",2002,9,29.4882085432497,4.91470142387495
"Maïné Soroa","NE0204",2003,6,49.0082682603651,8.16804471006085
"Maïné Soroa","NE0204",2003,7,112.219000701308,18.7031667835513
"Maïné Soroa","NE0204",2003,8,131.824045818264,21.970674303044
"Maïné Soroa","NE0204",2003,9,34.2932634092903,5.71554390154838
"Maïné Soroa","NE0204",2004,6,14.5145205212381,2.41908675353968
"Maïné Soroa","NE0204",2004,7,50.7550646324326,8.45917743873876
"Maïné Soroa","NE0204",2004,8,122.84376491229,20.4739608187149
"Maïné Soroa","NE0204",2004,9,9.21411003922138,1.5356850065369
"Maïné Soroa","NE0204",2005,6,50.5480768280106,8.42467947133509
"Maïné Soroa","NE0204",2005,7,49.395150267546,8.232525044591
"Maïné Soroa","NE0204",2005,8,133.290878825774,22.2151464709624
"Maïné Soroa","NE0204",2005,9,23.7488681900655,3.95814469834425
"Maïné Soroa","NE0204",2006,6,29.1168034523136,4.85280057538559
"Maïné Soroa","NE0204",2006,7,40.2060485804174,6.70100809673623
"Maïné Soroa","NE0204",2006,8,152.795274967028,25.4658791611713
"Maïné Soroa","NE0204",2006,9,28.8772413212035,4.81287355353392
"Maïné Soroa","NE0204",2007,6,14.4519982770654,2.4086663795109
"Maïné Soroa","NE0204",2007,7,103.076652752831,17.1794421254718
"Maïné Soroa","NE0204",2007,8,163.179318392045,27.1965530653409
"Maïné Soroa","NE0204",2007,9,37.9071568307227,6.31785947178711
"Maïné Soroa","NE0204",2008,6,15.2014744286661,2.53357907144435
"Maïné Soroa","NE0204",2008,7,85.5386811571494,14.2564468595249
"Maïné Soroa","NE0204",2008,8,104.493447931257,17.4155746552095
"Maïné Soroa","NE0204",2008,9,20.5699739642833,3.42832899404722
"Maïné Soroa","NE0204",2009,6,11.3637136435122,1.8939522739187
"Maïné Soroa","NE0204",2009,7,86.0633578063728,14.3438929677288
"Maïné Soroa","NE0204",2009,8,47.682555077433,7.9470925129055
"Maïné Soroa","NE0204",2009,9,15.2934856794975,2.54891427991625
"Maïné Soroa","NE0204",2010,6,24.0609524258406,4.0101587376401
"Maïné Soroa","NE0204",2010,7,81.9496101280764,13.6582683546794
"Maïné Soroa","NE0204",2010,8,99.5930199378712,16.5988366563119
"Maïné Soroa","NE0204",2010,9,35.0861858515435,5.84769764192392
"Maïné Soroa","NE0204",2011,6,20.9659504082255,3.49432506803758
"Maïné Soroa","NE0204",2011,7,72.3367716855686,12.0561286142614
"Maïné Soroa","NE0204",2011,8,108.975924264661,18.1626540441101
"Maïné Soroa","NE0204",2011,9,33.1210498665903,5.52017497776504
"Maïné Soroa","NE0204",2012,6,38.753144847738,6.45885747462301
"Maïné Soroa","NE0204",2012,7,108.688208704708,18.1147014507846
"Maïné Soroa","NE0204",2012,8,199.944946705424,33.3241577842373
"Maïné Soroa","NE0204",2012,9,43.8757999737531,7.31263332895886
"Maïné Soroa","NE0204",2013,6,26.5885941075219,4.43143235125365
"Maïné Soroa","NE0204",2013,7,72.7110970583518,12.118516176392
"Maïné Soroa","NE0204",2013,8,141.155949071189,23.5259915118648
"Maïné Soroa","NE0204",2013,9,21.1009407428618,3.51682345714364
"Maïné Soroa","NE0204",2014,6,4.71833022875665,0.786388371459441
"Maïné Soroa","NE0204",2014,7,64.9005698113538,10.8167616352256
"Maïné Soroa","NE0204",2014,8,145.936245887712,24.3227076479521
"Maïné Soroa","NE0204",2014,9,13.0359824412094,2.17266374020157
"Maïné Soroa","NE0204",2015,6,7.86808252243369,1.31134708707228
