"adm_03","rowcacode3","year","month","seasonaltotal_precip","seasonalmean_precip"
"Harikanassou","NER003001004",1990,9,78.1131971355566,13.0188661892594
"Harikanassou","NER003001004",1991,6,78.1062767383979,13.017712789733
"Harikanassou","NER003001004",1991,7,126.324002262612,21.054000377102
"Harikanassou","NER003001004",1991,8,226.39185435606,37.7319757260101
"Harikanassou","NER003001004",1991,9,24.0619036220398,4.01031727033997
"Harikanassou","NER003001004",1992,6,73.7628773465599,12.2938128910933
"Harikanassou","NER003001004",1992,7,124.743544320962,20.7905907201603
"Harikanassou","NER003001004",1992,8,276.888755161,46.1481258601667
"Harikanassou","NER003001004",1992,9,62.7892638655053,10.4648773109176
"Harikanassou","NER003001004",1993,6,72.4871627667516,12.0811937944586
"Harikanassou","NER003001004",1993,7,113.3601945093,18.89336575155
"Harikanassou","NER003001004",1993,8,176.006488367086,29.3344147278476
"Harikanassou","NER003001004",1993,9,63.9139992091152,10.6523332015192
"Harikanassou","NER003001004",1994,6,81.4172261587123,13.5695376931187
"Harikanassou","NER003001004",1994,7,145.407103043426,24.2345171739043
"Harikanassou","NER003001004",1994,8,358.939363588746,59.823227264791
"Harikanassou","NER003001004",1994,9,76.6568114455828,12.7761352409305
"Harikanassou","NER003001004",1995,6,65.8270690020212,10.9711781670035
"Harikanassou","NER003001004",1995,7,103.505799072873,17.2509665121456
"Harikanassou","NER003001004",1995,8,235.228130047592,39.2046883412653
"Harikanassou","NER003001004",1995,9,72.4533816026658,12.0755636004443
"Harikanassou","NER003001004",1996,6,78.7986157373055,13.1331026228842
"Harikanassou","NER003001004",1996,7,84.981788799689,14.1636314666148
"Harikanassou","NER003001004",1996,8,290.157063075193,48.3595105125322
"Harikanassou","NER003001004",1996,9,54.6236358067424,9.10393930112373
"Harikanassou","NER003001004",1997,6,78.6917952275768,13.1152992045961
"Harikanassou","NER003001004",1997,7,117.765395228949,19.6275658714915
"Harikanassou","NER003001004",1997,8,127.500559775854,21.2500932959757
"Harikanassou","NER003001004",1997,9,97.8828272971296,16.3138045495216
"Harikanassou","NER003001004",1998,6,90.3718658434976,15.0619776405829
"Harikanassou","NER003001004",1998,7,134.229167361849,22.3715278936416
"Harikanassou","NER003001004",1998,8,215.538130927823,35.9230218213039
"Harikanassou","NER003001004",1998,9,146.706632259703,24.4511053766172
"Harikanassou","NER003001004",1999,6,36.084388631275,6.01406477187917
"Harikanassou","NER003001004",1999,7,163.428127979495,27.2380213299158
"Harikanassou","NER003001004",1999,8,205.491818254019,34.2486363756698
"Harikanassou","NER003001004",1999,9,170.956318076124,28.492719679354
"Harikanassou","NER003001004",2000,6,60.8226554590402,10.1371092431734
"Harikanassou","NER003001004",2000,7,214.478467717613,35.7464112862689
"Harikanassou","NER003001004",2000,8,169.025290675876,28.1708817793127
"Harikanassou","NER003001004",2000,9,37.3686501119555,6.22810835199258
"Harikanassou","NER003001004",2001,6,96.0556760468434,16.0092793411406
"Harikanassou","NER003001004",2001,7,206.948960553494,34.4914934255823
"Harikanassou","NER003001004",2001,8,123.405038062322,20.5675063437203
"Harikanassou","NER003001004",2001,9,79.0292943983963,13.1715490663994
"Harikanassou","NER003001004",2002,6,68.9726538268561,11.495442304476
"Harikanassou","NER003001004",2002,7,120.929663134604,20.1549438557674
"Harikanassou","NER003001004",2002,8,159.841453474084,26.6402422456807
"Harikanassou","NER003001004",2002,9,133.129297911752,22.1882163186254
"Harikanassou","NER003001004",2003,6,84.8760030284371,14.1460005047395
"Harikanassou","NER003001004",2003,7,107.377411765167,17.8962352941946
"Harikanassou","NER003001004",2003,8,171.901325197933,28.6502208663221
"Harikanassou","NER003001004",2003,9,113.28197853556,18.8803297559267
"Harikanassou","NER003001004",2004,6,62.3420195100234,10.3903365850039
"Harikanassou","NER003001004",2004,7,141.096071009292,23.516011834882
"Harikanassou","NER003001004",2004,8,161.896964261458,26.9828273769097
"Harikanassou","NER003001004",2004,9,69.2877160487101,11.547952674785
"Harikanassou","NER003001004",2005,6,92.7438213424584,15.4573035570764
"Harikanassou","NER003001004",2005,7,158.090877950069,26.3484796583448
"Harikanassou","NER003001004",2005,8,194.735792696845,32.4559654494741
"Harikanassou","NER003001004",2005,9,85.9216437417822,14.3202739569637
"Harikanassou","NER003001004",2006,6,35.5023560649341,5.91705934415568
"Harikanassou","NER003001004",2006,7,186.102279877908,31.0170466463181
"Harikanassou","NER003001004",2006,8,209.800610737457,34.9667684562428
"Harikanassou","NER003001004",2006,9,78.9599804494799,13.15999674158
"Harikanassou","NER003001004",2007,6,67.2630836610327,11.2105139435055
"Harikanassou","NER003001004",2007,7,152.012694495486,25.335449082581
"Harikanassou","NER003001004",2007,8,239.464724483318,39.9107874138863
"Harikanassou","NER003001004",2007,9,67.7097465892428,11.2849577648738
"Harikanassou","NER003001004",2008,6,75.409533625964,12.5682556043273
"Harikanassou","NER003001004",2008,7,116.599530872856,19.433255145476
"Harikanassou","NER003001004",2008,8,233.830899001888,38.9718165003147
"Harikanassou","NER003001004",2008,9,55.0251268024604,9.17085446707674
"Harikanassou","NER003001004",2009,6,78.4522849709717,13.0753808284953
"Harikanassou","NER003001004",2009,7,132.081936394308,22.013656065718
"Harikanassou","NER003001004",2009,8,167.15805248526,27.8596754142099
"Harikanassou","NER003001004",2009,9,80.8897747653047,13.4816291275508
"Harikanassou","NER003001004",2010,6,104.860689720419,17.4767816200699
"Harikanassou","NER003001004",2010,7,113.724381406528,18.9540635677547
"Harikanassou","NER003001004",2010,8,246.003478235068,41.0005797058446
"Harikanassou","NER003001004",2010,9,91.9879077947017,15.3313179657836
"Harikanassou","NER003001004",2011,6,50.3560477240798,8.39267462067997
"Harikanassou","NER003001004",2011,7,86.1663313445357,14.3610552240893
"Harikanassou","NER003001004",2011,8,173.567725188462,28.927954198077
"Harikanassou","NER003001004",2011,9,62.5415470052626,10.4235911675438
"Harikanassou","NER003001004",2012,6,51.7462009519031,8.62436682531719
"Harikanassou","NER003001004",2012,7,164.343542467688,27.3905904112813
"Harikanassou","NER003001004",2012,8,225.833739204014,37.6389565340023
"Harikanassou","NER003001004",2012,9,108.161520280666,18.0269200467777
"Harikanassou","NER003001004",2013,6,68.07987520621,11.3466458677017
"Harikanassou","NER003001004",2013,7,106.98927960445,17.8315466007416
"Harikanassou","NER003001004",2013,8,269.032809697967,44.8388016163279
"Harikanassou","NER003001004",2013,9,42.1088432740919,7.01814054568199
"Harikanassou","NER003001004",2014,6,53.541458527452,8.92357642124199
"Harikanassou","NER003001004",2014,7,112.378019334852,18.729669889142
"Harikanassou","NER003001004",2014,8,172.616097340817,28.7693495568029
"Harikanassou","NER003001004",2014,9,75.015699166121,12.5026165276868
"Harikanassou","NER003001004",2015,6,53.4161493108752,8.90269155181253
"Harikanassou","NER003001004",2015,7,145.332080633862,24.2220134389769
"Harikanassou","NER003001004",2015,8,219.586143742394,36.5976906237324
"Harikanassou","NER003001004",2015,9,105.787759093157,17.6312931821928
"Harikanassou","NER003001004",2016,6,58.8286570021787,9.80477616702978
"Harikanassou","NER003001004",2016,7,111.142583453287,18.5237639088811
"Harikanassou","NER003001004",2016,8,168.095283346569,28.0158805577616
"Harikanassou","NER003001004",2016,9,88.9519442683643,14.8253240447274
"Harikanassou","NER003001004",2017,6,96.4247471574656,16.0707911929109
"Harikanassou","NER003001004",2017,7,139.501109992843,23.2501849988072
"Harikanassou","NER003001004",2017,8,164.015028911337,27.3358381518896
"Harikanassou","NER003001004",2017,9,47.2691429201782,7.87819048669637
"Harikanassou","NER003001004",2018,6,54.9904548082155,9.16507580136925
"Harikanassou","NER003001004",2018,7,151.822818490648,25.3038030817746
"Harikanassou","NER003001004",2018,8,190.726907477858,31.7878179129764
"Harikanassou","NER003001004",2018,9,80.316473776778,13.3860789627963
"Harikanassou","NER003001004",2019,6,68.1043005087327,11.3507167514554
"Harikanassou","NER003001004",2019,7,133.17142849116,22.19523808186
"Harikanassou","NER003001004",2019,8,178.126623552608,29.6877705921013
"Harikanassou","NER003001004",2019,9,69.7929303529029,11.6321550588172
"Harikanassou","NER003001004",2020,6,78.6570571033918,13.109509517232
"Harikanassou","NER003001004",2020,7,163.613191718662,27.2688652864437
"Harikanassou","NER003001004",2020,8,289.63960577483,48.2732676291384
"Harikanassou","NER003001004",2020,9,142.89517474027,23.8158624567117
"Harikanassou","NER003001004",2021,6,38.9001543746167,6.48335906243611
"Harikanassou","NER003001004",2021,7,149.36378572405,24.8939642873417
"Harikanassou","NER003001004",2021,8,230.69102516076,38.44850419346
"Harikanassou","NER003001004",2021,9,73.6600802773053,12.2766800462175
"N'Gonga","NER003001008",1981,6,57.0761754339066,9.5126959056511
"N'Gonga","NER003001008",1981,7,169.660313619658,28.2767189366096
"N'Gonga","NER003001008",1981,8,141.527512678912,23.5879187798187
"N'Gonga","NER003001008",1981,9,72.9034280059768,12.1505713343295
"N'Gonga","NER003001008",1982,6,69.3100266154278,11.5516711025713
"N'Gonga","NER003001008",1982,7,75.3704353833729,12.5617392305621
"N'Gonga","NER003001008",1982,8,228.538955890523,38.0898259817538
"N'Gonga","NER003001008",1982,9,35.8760161903562,5.97933603172604
"N'Gonga","NER003001008",1983,6,87.707446156002,14.617907692667
"N'Gonga","NER003001008",1983,7,140.631077812186,23.4385129686976
"N'Gonga","NER003001008",1983,8,84.357495362434,14.0595825604057
"N'Gonga","NER003001008",1983,9,88.5894120983718,14.7649020163953
"N'Gonga","NER003001008",1984,6,58.7382179636812,9.78970299394687
"N'Gonga","NER003001008",1984,7,65.8429230953909,10.9738205158985
"N'Gonga","NER003001008",1984,8,81.1195160570528,13.5199193428421
"N'Gonga","NER003001008",1984,9,84.6948292350285,14.1158048725048
"N'Gonga","NER003001008",1985,6,62.0488518782533,10.3414753130422
"N'Gonga","NER003001008",1985,7,110.313512919333,18.3855854865555
"N'Gonga","NER003001008",1985,8,214.846354723814,35.8077257873023
"N'Gonga","NER003001008",1985,9,80.2542571738693,13.3757095289782
"N'Gonga","NER003001008",1986,6,36.0157063440378,6.0026177240063
"N'Gonga","NER003001008",1986,7,108.185482411751,18.0309137352918
"N'Gonga","NER003001008",1986,8,196.563963551471,32.7606605919118
"N'Gonga","NER003001008",1986,9,115.924783465874,19.3207972443124
"N'Gonga","NER003001008",1987,6,53.7819990652686,8.96366651087809
"N'Gonga","NER003001008",1987,7,146.584560459031,24.4307600765052
"N'Gonga","NER003001008",1987,8,184.05317096993,30.6755284949883
"N'Gonga","NER003001008",1987,9,34.854613971766,5.80910232862767
"N'Gonga","NER003001008",1988,6,108.737235913182,18.122872652197
"N'Gonga","NER003001008",1988,7,151.661579114592,25.2769298524319
"N'Gonga","NER003001008",1988,8,263.906918952486,43.9844864920811
"N'Gonga","NER003001008",1988,9,129.537251060566,21.5895418434277
"N'Gonga","NER003001008",1989,6,52.0880113221964,8.68133522036606
"N'Gonga","NER003001008",1989,7,111.298831496255,18.5498052493759
"N'Gonga","NER003001008",1989,8,247.30669002853,41.2177816714216
"N'Gonga","NER003001008",1989,9,111.528720529666,18.5881200882777
"N'Gonga","NER003001008",1990,6,49.712112175502,8.28535202925034
"N'Gonga","NER003001008",1990,7,155.33455430573,25.8890923842883
"N'Gonga","NER003001008",1990,8,89.9228816416595,14.9871469402766
"N'Gonga","NER003001008",1990,9,72.9306872810091,12.1551145468349
"N'Gonga","NER003001008",1991,6,84.2916206280049,14.0486034380008
"N'Gonga","NER003001008",1991,7,140.090172211732,23.3483620352887
"N'Gonga","NER003001008",1991,8,238.170405382437,39.6950675637394
"N'Gonga","NER003001008",1991,9,24.887944342264,4.14799072371067
"N'Gonga","NER003001008",1992,6,76.5402946929842,12.756715782164
"N'Gonga","NER003001008",1992,7,127.281403726867,21.2135672878112
"N'Gonga","NER003001008",1992,8,285.301948811921,47.5503248019869
"N'Gonga","NER003001008",1992,9,51.0644860226011,8.51074767043352
"N'Gonga","NER003001008",1993,6,68.2768324583338,11.379472076389
"N'Gonga","NER003001008",1993,7,121.99966943278,20.3332782387966
"N'Gonga","NER003001008",1993,8,178.566423162742,29.7610705271237
"N'Gonga","NER003001008",1993,9,48.417260072169,8.06954334536149
"N'Gonga","NER003001008",1994,6,87.126944785652,14.5211574642753
"N'Gonga","NER003001008",1994,7,154.631316207695,25.7718860346159
"N'Gonga","NER003001008",1994,8,356.550699611311,59.4251166018852
"N'Gonga","NER003001008",1994,9,76.031883532374,12.671980588729
"N'Gonga","NER003001008",1995,6,61.5818046931871,10.2636341155312
"N'Gonga","NER003001008",1995,7,93.8105014069002,15.6350835678167
"N'Gonga","NER003001008",1995,8,231.986443817639,38.6644073029398
"N'Gonga","NER003001008",1995,9,69.9124834578436,11.6520805763073
"N'Gonga","NER003001008",1996,6,78.6063777763212,13.1010629627202
"N'Gonga","NER003001008",1996,7,82.426721389155,13.7377868981925
"N'Gonga","NER003001008",1996,8,280.785348271561,46.7975580452601
"N'Gonga","NER003001008",1996,9,49.2083840476225,8.20139734127041
"N'Gonga","NER003001008",1997,6,83.1290535216586,13.8548422536098
"N'Gonga","NER003001008",1997,7,111.167899679566,18.5279832799276
"N'Gonga","NER003001008",1997,8,123.864922500429,20.6441537500715
"N'Gonga","NER003001008",1997,9,81.7566711985874,13.6261118664312
"N'Gonga","NER003001008",1998,6,101.87008635662,16.9783477261033
"N'Gonga","NER003001008",1998,7,143.286088497528,23.881014749588
"N'Gonga","NER003001008",1998,8,230.173955575033,38.3623259291721
"N'Gonga","NER003001008",1998,9,137.310408204503,22.8850680340839
"N'Gonga","NER003001008",1999,6,37.2677491442375,6.21129152403958
"N'Gonga","NER003001008",1999,7,163.06291159884,27.1771519331399
"N'Gonga","NER003001008",1999,8,221.451137430725,36.9085229051208
"N'Gonga","NER003001008",1999,9,151.375961579432,25.2293269299053
"N'Gonga","NER003001008",2000,6,62.3580450928867,10.3930075154811
"N'Gonga","NER003001008",2000,7,213.842821117495,35.6404701862491
"N'Gonga","NER003001008",2000,8,178.217061702413,29.7028436170689
"N'Gonga","NER003001008",2000,9,35.7503505063578,5.95839175105963
"N'Gonga","NER003001008",2001,6,93.997563471889,15.6662605786482
"N'Gonga","NER003001008",2001,7,201.152703208938,33.525450534823
"N'Gonga","NER003001008",2001,8,132.003196639657,22.0005327732762
"N'Gonga","NER003001008",2001,9,65.4879455082685,10.9146575847114
"N'Gonga","NER003001008",2002,6,75.9828251056079,12.663804184268
"N'Gonga","NER003001008",2002,7,130.379732114098,21.7299553523496
"N'Gonga","NER003001008",2002,8,173.720252235746,28.9533753726243
"N'Gonga","NER003001008",2002,9,129.476362388021,21.5793937313369
"N'Gonga","NER003001008",2003,6,78.7169051808488,13.1194841968081
"N'Gonga","NER003001008",2003,7,121.127573009585,20.1879288349308
"N'Gonga","NER003001008",2003,8,174.378632404308,29.0631054007181
"N'Gonga","NER003001008",2003,9,105.094438565717,17.5157397609528
"N'Gonga","NER003001008",2004,6,66.2700091809255,11.0450015301543
"N'Gonga","NER003001008",2004,7,143.361415121828,23.8935691869713
"N'Gonga","NER003001008",2004,8,158.063694309267,26.3439490515446
"N'Gonga","NER003001008",2004,9,67.0695979666347,11.1782663277724
"N'Gonga","NER003001008",2005,6,92.9424645626308,15.4904107604385
"N'Gonga","NER003001008",2005,7,161.636204921776,26.9393674869627
"N'Gonga","NER003001008",2005,8,196.744948793099,32.7908247988499
"N'Gonga","NER003001008",2005,9,90.5466569420699,15.091109490345
"N'Gonga","NER003001008",2006,6,35.3731808861484,5.8955301476914
"N'Gonga","NER003001008",2006,7,195.077015313421,32.5128358855702
"N'Gonga","NER003001008",2006,8,202.761634192614,33.7936056987689
"N'Gonga","NER003001008",2006,9,73.4239403954996,12.2373233992499
"N'Gonga","NER003001008",2007,6,66.1377457135411,11.0229576189235
"N'Gonga","NER003001008",2007,7,161.549175998079,26.9248626663465
"N'Gonga","NER003001008",2007,8,244.20162399644,40.7002706660733
"N'Gonga","NER003001008",2007,9,69.1171867515117,11.5195311252519
"N'Gonga","NER003001008",2008,6,77.7214894887762,12.9535815814627
"N'Gonga","NER003001008",2008,7,124.778020322951,20.7963367204918
"N'Gonga","NER003001008",2008,8,230.419281710231,38.4032136183719
"N'Gonga","NER003001008",2008,9,52.705009198705,8.78416819978417
"N'Gonga","NER003001008",2009,6,72.3159218595403,12.0526536432567
"N'Gonga","NER003001008",2009,7,136.988300836044,22.8313834726741
"N'Gonga","NER003001008",2009,8,167.015275463293,27.8358792438822
"N'Gonga","NER003001008",2009,9,84.2505250812228,14.0417541802038
"N'Gonga","NER003001008",2010,6,108.980777318153,18.1634628863588
"N'Gonga","NER003001008",2010,7,120.63594828199,20.1059913803316
"N'Gonga","NER003001008",2010,8,245.990920072415,40.9984866787358
"N'Gonga","NER003001008",2010,9,85.5076940606638,14.251282343444
"N'Gonga","NER003001008",2011,6,50.6288430698207,8.43814051163679
"N'Gonga","NER003001008",2011,7,86.4247424661113,14.4041237443519
"N'Gonga","NER003001008",2011,8,186.111079189585,31.0185131982641
"N'Gonga","NER003001008",2011,9,64.6594112253356,10.7765685375559
"N'Gonga","NER003001008",2012,6,52.2362923537015,8.70604872561692
"N'Gonga","NER003001008",2012,7,167.815283453841,27.9692139089735
"N'Gonga","NER003001008",2012,8,236.261513327417,39.3769188879029
"N'Gonga","NER003001008",2012,9,104.181091178245,17.3635151963742
"N'Gonga","NER003001008",2013,6,70.5255812601423,11.7542635433571
"N'Gonga","NER003001008",2013,7,107.54118009568,17.9235300159467
"N'Gonga","NER003001008",2013,8,261.302479640144,43.5504132733573
"N'Gonga","NER003001008",2013,9,44.3512671393107,7.39187785655179
"N'Gonga","NER003001008",2014,6,52.7709418814767,8.79515698024612
"N'Gonga","NER003001008",2014,7,123.209765028312,20.5349608380519
"N'Gonga","NER003001008",2014,8,188.292146376553,31.3820243960922
"N'Gonga","NER003001008",2014,9,75.5802653620032,12.5967108936672
"N'Gonga","NER003001008",2015,6,51.7952786130548,8.63254643550913
"N'Gonga","NER003001008",2015,7,144.15075530124,24.02512588354
"N'Gonga","NER003001008",2015,8,225.549128359758,37.5915213932931
"N'Gonga","NER003001008",2015,9,97.0864116286934,16.1810686047822
"N'Gonga","NER003001008",2016,6,56.1130685438367,9.35217809063946
"N'Gonga","NER003001008",2016,7,115.031440435701,19.1719067392834
"N'Gonga","NER003001008",2016,8,178.250930213854,29.7084883689756
"N'Gonga","NER003001008",2016,9,90.63544000223,15.1059066670383
"N'Gonga","NER003001008",2017,6,101.0197025924,16.8366170987334
"N'Gonga","NER003001008",2017,7,144.334348141287,24.0557246902144
"N'Gonga","NER003001008",2017,8,170.568899118896,28.4281498531493
"N'Gonga","NER003001008",2017,9,38.3036225455095,6.38393709091824
"N'Gonga","NER003001008",2018,6,58.1848738780954,9.69747897968256
"N'Gonga","NER003001008",2018,7,155.30590919252,25.8843181987534
"N'Gonga","NER003001008",2018,8,199.422144097832,33.2370240163053
"N'Gonga","NER003001008",2018,9,76.377825214953,12.7296375358255
"N'Gonga","NER003001008",2019,6,70.8351488524566,11.8058581420761
"N'Gonga","NER003001008",2019,7,141.92354141731,23.6539235695516
"N'Gonga","NER003001008",2019,8,179.955785745389,29.9926309575649
"N'Gonga","NER003001008",2019,9,68.1173803314444,11.3528967219074
"N'Gonga","NER003001008",2020,6,77.4495494426622,12.9082582404437
"N'Gonga","NER003001008",2020,7,172.908931363061,28.8181552271769
"N'Gonga","NER003001008",2020,8,305.057100033323,50.8428500055538
"N'Gonga","NER003001008",2020,9,135.440860457128,22.5734767428547
"N'Gonga","NER003001008",2021,6,39.6017166837509,6.60028611395848
"N'Gonga","NER003001008",2021,7,156.248416191426,26.0414026985709
"N'Gonga","NER003001008",2021,8,243.526881238422,40.5878135397369
"N'Gonga","NER003001008",2021,9,71.0471676705733,11.8411946117622
"Dioundiou","NER003002001",1981,6,86.0712210916936,14.3452035152823
"Dioundiou","NER003002001",1981,7,210.381089286297,35.0635148810494
"Dioundiou","NER003002001",1981,8,176.981163034035,29.4968605056724
"Dioundiou","NER003002001",1981,9,114.993589090272,19.165598181712
"Dioundiou","NER003002001",1982,6,102.511579505648,17.0852632509413
"Dioundiou","NER003002001",1982,7,95.5537925582741,15.9256320930457
"Dioundiou","NER003002001",1982,8,237.549872544582,39.5916454240971
"Dioundiou","NER003002001",1982,9,69.423025774935,11.5705042958225
"Dioundiou","NER003002001",1983,6,107.624278449476,17.9373797415793
"Dioundiou","NER003002001",1983,7,110.991995330015,18.4986658883358
"Dioundiou","NER003002001",1983,8,131.062990573698,21.8438317622829
"Dioundiou","NER003002001",1983,9,125.891906840545,20.9819844734242
"Dioundiou","NER003002001",1984,6,60.5896974349108,10.0982829058185
"Dioundiou","NER003002001",1984,7,80.1429807328567,13.3571634554761
"Dioundiou","NER003002001",1984,8,77.4933518222605,12.9155586370434
"Dioundiou","NER003002001",1984,9,122.516849571519,20.4194749285865
"Dioundiou","NER003002001",1985,6,82.3162131479257,13.7193688579876
"Dioundiou","NER003002001",1985,7,113.13975722018,18.8566262033633
"Dioundiou","NER003002001",1985,8,279.506114193314,46.5843523655523
"Dioundiou","NER003002001",1985,9,115.353471925848,19.2255786543081
"Dioundiou","NER003002001",1986,6,71.6901153826088,11.9483525637681
"Dioundiou","NER003002001",1986,7,188.533872084777,31.4223120141295
"Dioundiou","NER003002001",1986,8,166.890546935157,27.8150911558595
"Dioundiou","NER003002001",1986,9,149.72667284472,24.95444547412
"Dioundiou","NER003002001",1987,6,88.1240280103571,14.6873380017262
"Dioundiou","NER003002001",1987,7,184.29861839386,30.7164363989766
"Dioundiou","NER003002001",1987,8,180.19415869628,30.0323597827134
"Dioundiou","NER003002001",1987,9,63.0161353259104,10.5026892209851
"Dioundiou","NER003002001",1988,6,128.281221033373,21.3802035055622
"Dioundiou","NER003002001",1988,7,138.143919726996,23.023986621166
"Dioundiou","NER003002001",1988,8,277.476120806825,46.2460201344709
"Dioundiou","NER003002001",1988,9,116.185388957123,19.3642314928538
"Dioundiou","NER003002001",1989,6,123.771228331829,20.6285380553049
"Dioundiou","NER003002001",1989,7,140.44007254019,23.4066787566983
"Dioundiou","NER003002001",1989,8,212.650599788158,35.4417666313596
"Dioundiou","NER003002001",1989,9,155.436694010412,25.906115668402
"Dioundiou","NER003002001",1990,6,59.8733063787833,9.97888439646389
"Dioundiou","NER003002001",1990,7,217.582353603423,36.2637256005705
"Dioundiou","NER003002001",1990,8,127.458643256039,21.2431072093398
"Dioundiou","NER003002001",1990,9,117.441517661051,19.5735862768418
"Dioundiou","NER003002001",1991,6,124.063838000277,20.6773063333796
"Dioundiou","NER003002001",1991,7,119.427008321949,19.9045013869915
"Dioundiou","NER003002001",1991,8,262.471555559081,43.7452592598469
"Dioundiou","NER003002001",1991,9,31.7211251733552,5.28685419555921
"Dioundiou","NER003002001",1992,6,106.152770452217,17.6921284087028
"Dioundiou","NER003002001",1992,7,178.754172208416,29.7923620347359
"Dioundiou","NER003002001",1992,8,339.741079350488,56.6235132250813
"Dioundiou","NER003002001",1992,9,65.2288865339265,10.8714810889878
"Dioundiou","NER003002001",1993,6,104.655705545779,17.4426175909632
"Dioundiou","NER003002001",1993,7,143.204793427421,23.8674655712368
"Dioundiou","NER003002001",1993,8,202.795414438,33.7992357396666
"Dioundiou","NER003002001",1993,9,94.2088148762613,15.7014691460435
"Dioundiou","NER003002001",1994,6,166.706738564968,27.7844564274947
"Dioundiou","NER003002001",1994,7,156.215496045413,26.0359160075688
"Dioundiou","NER003002001",1994,8,336.476339379348,56.0793898965581
"Dioundiou","NER003002001",1994,9,164.569931112494,27.4283218520823
"Dioundiou","NER003002001",1995,6,79.5907893652881,13.2651315608813
"Dioundiou","NER003002001",1995,7,154.028931641516,25.6714886069194
"Dioundiou","NER003002001",1995,8,221.620452046735,36.9367420077892
"Dioundiou","NER003002001",1995,9,92.7956789832494,15.4659464972082
"Dioundiou","NER003002001",1996,6,143.445637549412,23.9076062582354
"Dioundiou","NER003002001",1996,7,94.6043482101344,15.7673913683557
"Dioundiou","NER003002001",1996,8,274.567089793961,45.7611816323268
"Dioundiou","NER003002001",1996,9,112.188021325247,18.6980035542078
"Dioundiou","NER003002001",1997,6,111.902756570836,18.6504594284726
"Dioundiou","NER003002001",1997,7,116.896643838632,19.4827739731054
"Dioundiou","NER003002001",1997,8,176.078903971879,29.3464839953132
"Dioundiou","NER003002001",1997,9,87.059752225016,14.5099587041693
"Dioundiou","NER003002001",1998,6,135.205370693684,22.5342284489473
"Dioundiou","NER003002001",1998,7,151.507197657534,25.251199609589
"Dioundiou","NER003002001",1998,8,209.500169104448,34.9166948507414
"Dioundiou","NER003002001",1998,9,149.271851420061,24.8786419033436
"Dioundiou","NER003002001",1999,6,37.1103719023979,6.18506198373298
"Dioundiou","NER003002001",1999,7,212.565514173722,35.4275856956204
"Dioundiou","NER003002001",1999,8,276.333297662838,46.055549610473
"Dioundiou","NER003002001",1999,9,217.5517125554,36.2586187592333
"Dioundiou","NER003002001",2000,6,89.2160891666295,14.8693481944382
"Dioundiou","NER003002001",2000,7,197.36491120121,32.8941518668684
"Dioundiou","NER003002001",2000,8,205.827432668086,34.3045721113477
"Dioundiou","NER003002001",2000,9,86.6219551096862,14.436992518281
"Dioundiou","NER003002001",2001,6,77.9422035258721,12.990367254312
"Dioundiou","NER003002001",2001,7,197.115105474845,32.8525175791408
"Dioundiou","NER003002001",2001,8,227.982418739652,37.997069789942
"Dioundiou","NER003002001",2001,9,85.9469435050733,14.3244905841789
"Dioundiou","NER003002001",2002,6,93.4681228154587,15.5780204692431
"Dioundiou","NER003002001",2002,7,213.959118608752,35.6598531014586
"Dioundiou","NER003002001",2002,8,185.526032426348,30.9210054043913
"Dioundiou","NER003002001",2002,9,154.281018992648,25.7135031654413
"Dioundiou","NER003002001",2003,6,88.6047604889022,14.7674600814837
"Dioundiou","NER003002001",2003,7,182.97848654158,30.4964144235967
"Dioundiou","NER003002001",2003,8,278.983716037495,46.4972860062492
"Dioundiou","NER003002001",2003,9,151.052647331241,25.1754412218735
"Dioundiou","NER003002001",2004,6,70.1735880049644,11.6955980008274
"Dioundiou","NER003002001",2004,7,150.261741024777,25.0436235041295
"Dioundiou","NER003002001",2004,8,213.739121606554,35.6231869344257
"Dioundiou","NER003002001",2004,9,92.9263678509684,15.4877279751614
"Dioundiou","NER003002001",2005,6,107.033573534488,17.8389289224147
"Dioundiou","NER003002001",2005,7,176.689445608514,29.4482409347523
"Dioundiou","NER003002001",2005,8,206.100752646554,34.3501254410924
"Dioundiou","NER003002001",2005,9,150.68988673206,25.1149811220101
"Dioundiou","NER003002001",2006,6,56.5313740564125,9.42189567606875
"Dioundiou","NER003002001",2006,7,233.401285631682,38.9002142719471
"Dioundiou","NER003002001",2006,8,211.595086958645,35.2658478264409
"Dioundiou","NER003002001",2006,9,122.036576179675,20.3394293632791
"Dioundiou","NER003002001",2007,6,102.489685221152,17.0816142035253
"Dioundiou","NER003002001",2007,7,158.498000308035,26.4163333846726
"Dioundiou","NER003002001",2007,8,292.669930511262,48.7783217518769
"Dioundiou","NER003002001",2007,9,86.1052095924514,14.3508682654086
"Dioundiou","NER003002001",2008,6,98.8448906744494,16.4741484457416
"Dioundiou","NER003002001",2008,7,144.78197318128,24.1303288635466
"Dioundiou","NER003002001",2008,8,231.867109926582,38.644518321097
"Dioundiou","NER003002001",2008,9,97.4538098571164,16.2423016428527
"Dioundiou","NER003002001",2009,6,91.4833426870468,15.2472237811745
"Dioundiou","NER003002001",2009,7,144.736602493549,24.1227670822581
"Dioundiou","NER003002001",2009,8,193.476119086037,32.2460198476728
"Dioundiou","NER003002001",2009,9,98.9612097425434,16.4935349570906
"Dioundiou","NER003002001",2010,6,131.226626078364,21.8711043463941
"Dioundiou","NER003002001",2010,7,121.397812923319,20.2329688205532
